UF;Cidade;PIB;População (2009);PIB percapita
MATO GROSSO;Comodoro;232122.14;18974;12233.70
MINAS GERAIS;Candeias;129657.62;16281;7963.74
SÃO PAULO;Silveiras;46585.80;5841;7975.65
MINAS GERAIS;Belo Horizonte;44595204.00;2452617;18182.70
MINAS GERAIS;Santa Rita de Minas;58281.59;5980;9746.08
MINAS GERAIS;Mário Campos;75661.05;12029;6289.89
MINAS GERAIS;Caiana;35661.89;4733;7534.73
PARANÁ;São José dos Pinhais;11511811.00;279297;41217.10
BAHIA;Apuarema;32103.34;7610;4218.57
RIO GRANDE DO SUL;Ponte Preta;23686.05;1846;12831.01
PARANÁ;Guapirama;41972.17;3645;11515.00
RIO GRANDE DO NORTE;Porto do Mangue;96511.58;5033;19175.76
MATO GROSSO;Campinápolis;113937.07;14301;7967.07
GOIÁS;Anápolis;8109760.00;335960;24139.06
BAHIA;Cachoeira;193704.67;33782;5733.96
MINAS GERAIS;Rubelita;32559.81;8097;4021.22
MINAS GERAIS;Ladainha;59610.84;17195;3466.75
PERNAMBUCO;Camocim de São Félix;67847.72;16574;4093.62
MATO GROSSO DO SUL;Vicentina;60769.07;5783;10508.23
RIO GRANDE DO NORTE;Encanto;23171.36;5365;4318.99
RIO GRANDE DO SUL;Rosário do Sul;535277.00;41746;12822.24
RIO GRANDE DO SUL;Dom Feliciano;155935.00;15300;10191.83
SÃO PAULO;Osvaldo Cruz;411053875.00;31461;13065.51
RIO GRANDE DO SUL;Arroio do Sal;80252.41;7291;11007.05
MARANHÃO;Tufilândia;28744.01;5687;5054.34
PIAUÍ;Angical do Piauí;25210.82;6793;3711.29
RIO GRANDE DO SUL;Vista Alegre;37703.09;2932;12859.17
TOCANTINS;Itaporã do Tocantins;31261.07;3135;9971.63
SANTA CATARINA;Antônio Carlos;255497.78;7466;34221.51
MATO GROSSO;Ribeirãozinho;32890.05;2194;14990.91
GOIÁS;Montes Claros de Goiás;104265.57;8070;12920.15
PIAUÍ;Pajeú do Piauí;12159.57;3802;3198.20
RIO GRANDE DO NORTE;Riachuelo;29479.82;7171;4110.98
PIAUÍ;Eliseu Martins;17763.78;4923;3608.32
GOIÁS;Palmeiras de Goiás;426385.16;22798;18702.74
PIAUÍ;Santa Cruz do Piauí;19409.04;5969;3251.64
SÃO PAULO;Júlio Mesquita;32815.91;4539;7229.77
MINAS GERAIS;Matipó;157143.31;17017;9234.49
MINAS GERAIS;Santa Maria do Salto;25498.65;5989;4257.58
TOCANTINS;Aragominas;38742.55;5555;6974.36
MARANHÃO;São João Batista;47761.43;18570;2571.97
SÃO PAULO;Santana de Parnaíba;3233583.00;114321;28285.12
SANTA CATARINA;Santa Terezinha;134408.48;9363;14355.28
PARANÁ;Sulina;42495.37;3434;12374.89
SÃO PAULO;Pirapora do Bom Jesus;123798.37;15706;7882.23
SÃO PAULO;Américo de Campos;49532.82;5488;9025.66
ACRE;Xapuri;150262.34;15079;9965.01
SANTA CATARINA;Rodeio;133049.56;11215;11863.54
RIO GRANDE DO SUL;Mormaço;48588.73;2713;17909.59
SÃO PAULO;Carapicuíba;3068291.25;392701;7813.30
RIO GRANDE DO NORTE;Florânia;41976.34;8487;4945.96
MINAS GERAIS;Itanhomi;63975.62;12357;5177.28
SANTA CATARINA;Fraiburgo;505606.66;36469;13864.01
SÃO PAULO;São Paulo;389317152.00;11037593;35271.93
PARAÍBA;Vieirópolis;16745.32;4908;3411.84
BAHIA;Ruy Barbosa;125032.38;30422;4109.93
BAHIA;Olindina;92409.47;24557;3763.06
RIO GRANDE DO SUL;Nova Candelária;64413.73;2789;23095.64
ESPIRITO SANTO;Apiacá;48217.18;7883;6116.60
PARANÁ;Santa Inês;20552.97;1882;10920.82
RIO GRANDE DO SUL;Arroio Grande;313982.41;18748;16747.52
TOCANTINS;Rio dos Bois;29670.21;2136;13890.55
ESPIRITO SANTO;Piúma;127082.01;17212;7383.34
SÃO PAULO;Birigui;1409186625.00;110911;12705.56
MATO GROSSO;Sorriso;2339762.25;60028;38977.85
MINAS GERAIS;Bicas;95820.98;14309;6696.55
TOCANTINS;Novo Alegre;14066.19;1802;7805.88
ESPIRITO SANTO;Viana;893107.00;60829;14682.26
MINAS GERAIS;Barão de Cocais;349174.84;28074;12437.66
SANTA CATARINA;Nova Trento;169361.81;12025;14084.14
RIO GRANDE DO SUL;Cruzaltense;28069.96;2266;12387.45
SÃO PAULO;Franco da Rocha;1564532625.00;131366;11909.72
MINAS GERAIS;Luz;245971.70;17835;13791.52
MINAS GERAIS;Cristiano Otoni;37144.71;5039;7371.44
PIAUÍ;Luzilândia;84202.21;25099;3354.80
SÃO PAULO;Herculândia;113647.36;9125;12454.51
SÃO PAULO;São Simão;217419.27;14329;15173.37
SERGIPE;Simão Dias;238324.47;38343;6215.59
PARANÁ;Palmas;415964.97;43409;9582.46
RIO DE JANEIRO;Mesquita;1506850625.00;190056;7928.46
PARÁ;Pau_D'Arco;36384.55;6522;5578.74
GOIÁS;Colinas do Sul;21580.93;4026;5360.39
MINAS GERAIS;Piedade de Ponte Nova;31068.97;4273;7271.00
PARAÍBA;Tacima;34820.75;9854;3533.67
SÃO PAULO;Olímpia;931039375.00;50602;18399.26
PARANÁ;Santa Helena;287765.59;24198;11892.12
PARANÁ;Cascavel;4991770.00;296254;16849.63
ALAGOAS;São Miguel dos Campos;524210.28;54064;9696.11
GOIÁS;Cidade Ocidental;212909.28;52380;4064.71
RIO GRANDE DO SUL;Feliz;186196.92;12198;15264.55
SANTA CATARINA;Mirim Doce;62780.07;2583;24305.10
PIAUÍ;São Julião;20749.42;6111;3395.42
SANTA CATARINA;Santa Helena;34116.20;2484;13734.38
SÃO PAULO;Tuiuti;68014.04;6284;10823.37
PARÁ;Brejo Grande do Araguaia;32709.02;7688;4254.56
PIAUÍ;Caraúbas do Piauí;20702.54;5595;3700.19
GOIÁS;Campos Verdes;29449.41;6093;4833.32
AMAZONAS;Jutaí;68712.00;16791;4092.19
MINAS GERAIS;Morro da Garça;39328.98;2966;13259.94
MATO GROSSO DO SUL;Pedro Gomes;112090.99;8537;13130.02
GOIÁS;Anhanguera;8194.40;1018;8049.51
MATO GROSSO;São José do Povo;26840.13;3451;7777.49
RONDÔNIA;Castanheiras;53634.82;3685;14554.90
MINAS GERAIS;Conceição do Mato Dentro;111202.73;18534;5999.93
PARÁ;Medicilândia;134716.72;23682;5688.57
MINAS GERAIS;São Geraldo da Piedade;23582.05;4865;4847.29
SÃO PAULO;Lutécia;45721.30;2855;16014.47
PARANÁ;Terra Rica;177265.89;15060;11770.64
MARANHÃO;Santa Inês;421676125.00;85701;4920.32
SÃO PAULO;Campina do Monte Alegre;73844.61;5560;13281.40
RIO GRANDE DO SUL;Presidente Lucena;35092.86;2526;13892.66
MARANHÃO;Lago Verde;54978.83;15103;3640.26
PARAÍBA;Monte Horebe;17304.15;4498;3847.08
PIAUÍ;Picos;578547.31;73021;7923.03
MINAS GERAIS;Alpinópolis;215429.45;18619;11570.41
RIO GRANDE DO SUL;Pedras Altas;47907.48;2638;18160.53
MINAS GERAIS;Ibiaí;37470.43;7907;4738.89
SÃO PAULO;Ibirarema;97352.36;7235;13455.75
SÃO PAULO;Terra Roxa;76626.26;8619;8890.39
BAHIA;Itaeté;57720.86;14664;3936.23
MARANHÃO;Porto Rico do Maranhão;31663.69;7179;4410.60
PIAUÍ;Morro Cabeça No Tempo;13979.54;4378;3193.13
PARANÁ;Cornélio Procópio;698087.44;48544;14380.51
PARANÁ;Marilândia do Sul;144476.17;9197;15709.05
BAHIA;Livramento de Nossa Senhora;222608.73;44568;4994.81
AMAZONAS;Santa Isabel do Rio Negro;56945.62;18506;3077.14
SÃO PAULO;Maracaí;460151.53;13710;33563.20
RIO GRANDE DO SUL;Ipiranga do Sul;44232.88;2029;21800.33
PERNAMBUCO;São José do Egito;140408.23;31792;4416.46
SÃO PAULO;Estiva Gerbi;177056.33;9657;18334.51
RIO GRANDE DO NORTE;Felipe Guerra;50226.83;5875;8549.25
SÃO PAULO;Barretos;1653910.75;113618;14556.77
MINAS GERAIS;Ilicínea;90500.05;11828;7651.34
MINAS GERAIS;Conselheiro Pena;167532.78;22539;7433.02
ALAGOAS;Paripueira;44169.85;10222;4321.06
GOIÁS;Panamá;49949.54;2665;18742.79
MATO GROSSO;Nova Nazaré;27923.30;2955;9449.51
BAHIA;Nova Ibiá;33765.70;7029;4803.77
MINAS GERAIS;Extrema;1394322.50;27155;51346.80
MINAS GERAIS;Sete Lagoas;4105512.00;225358;18217.73
PERNAMBUCO;Riacho das Almas;88251.09;18930;4661.97
BAHIA;Inhambupe;163543.89;36719;4453.93
BAHIA;Ibicoara;226989.45;16940;13399.61
AMAZONAS;Humaitá;225637.44;40735;5539.15
BAHIA;Pedrão;24827.00;7597;3268.00
TOCANTINS;Santa Maria do Tocantins;20152.46;2807;7179.36
MINAS GERAIS;Casa Grande;17346.86;2129;8147.89
PARAÍBA;São José de Princesa;17805.91;4756;3743.88
PERNAMBUCO;Ibimirim;122712.41;29018;4228.84
RIO GRANDE DO SUL;Rolador;39476.30;2869;13759.60
MINAS GERAIS;Soledade de Minas;34376.38;5795;5932.08
SANTA CATARINA;Irani;106351.19;9754;10903.34
MARANHÃO;Palmeirândia;66771.80;18772;3556.99
RIO GRANDE DO NORTE;Japi;21833.81;5693;3835.20
SÃO PAULO;Bento de Abreu;65185.91;2982;21859.80
RORAIMA;Boa Vista;4090497.00;266901;15325.90
PARAÍBA;Soledade;64857.83;13623;4760.91
GOIÁS;Itumbiara;2151446.50;92832;23175.70
TOCANTINS;Santa Rosa do Tocantins;49180.38;4565;10773.36
SÃO PAULO;Jaci;136558.56;5556;24578.58
RIO GRANDE DO SUL;Santa Clara do Sul;83222.24;5868;14182.39
SÃO PAULO;Monte Aprazível;439778.16;21015;20926.87
MINAS GERAIS;Delta;222820.39;7210;30904.35
SÃO PAULO;Murutinga do Sul;43550.00;4290;10151.52
SÃO PAULO;Suzanápolis;106581.43;3805;28010.89
CEARÁ;Palhano;38838.16;9268;4190.57
PIAUÍ;Nova Santa Rita;14452.11;4199;3441.80
SERGIPE;Santa Rosa de Lima;21898.70;3996;5480.15
MINAS GERAIS;Ibertioga;36401.07;5206;6992.14
BAHIA;Sítio do Mato;57113.71;13187;4331.06
PARAÍBA;Piancó;74325.65;16455;4516.90
GOIÁS;Rianápolis;74336.08;4256;17466.18
GOIÁS;Guapó;88643.95;13973;6343.95
MINAS GERAIS;Turvolândia;66255.16;5020;13198.24
RIO GRANDE DO SUL;Manoel Viana;97963.34;6954;14087.34
RIO GRANDE DO NORTE;Vera Cruz;49257.35;10861;4535.25
GOIÁS;Vicentinópolis;135124.52;6093;22177.01
SÃO PAULO;Nuporanga;139958.47;7004;19982.65
SÃO PAULO;Populina;59528.68;4253;13996.87
MINAS GERAIS;Datas;26411.17;5696;4636.79
SÃO PAULO;Iacanga;345773.44;9732;35529.53
PARÁ;Alenquer;208143.06;57067;3647.35
BAHIA;Iuiú;54116.75;12093;4475.05
RIO GRANDE DO SUL;Trindade do Sul;68865.66;6105;11280.21
PIAUÍ;Monsenhor Gil;44702.36;10639;4201.74
BAHIA;Caturama;26457.00;8713;3036.50
MINAS GERAIS;Carandaí;286908.25;23286;12321.06
PARAÍBA;São José do Brejo do Cruz;8949.34;1707;5242.73
RIO GRANDE DO SUL;Alto Alegre;33629.38;1945;17290.17
GOIÁS;Planaltina;376268.81;79651;4723.97
PARANÁ;Itaúna do Sul;27650.57;3621;7636.17
MINAS GERAIS;Dores de Guanhães;28126.56;5751;4890.73
RIO DE JANEIRO;Macuco;80818.03;5626;14365.10
MINAS GERAIS;Conceição das Alagoas;493776125.00;21938;22507.80
SANTA CATARINA;São Bernardino;41336.98;2633;15699.58
BAHIA;Elísio Medrado;30162.82;8183;3686.03
MINAS GERAIS;Montes Claros;3815101.25;363227;10503.35
ALAGOAS;Igaci;81381.58;25865;3146.40
PARAÍBA;São João do Cariri;21729.88;4563;4762.19
MINAS GERAIS;Santa Rita de Jacutinga;49552.32;5869;8443.06
SANTA CATARINA;Santa Rosa de Lima;31747.21;2103;15096.15
SANTA CATARINA;Garuva;276213.59;14281;19341.33
AMAZONAS;Anori;74464.95;14688;5069.78
MINAS GERAIS;Cuparaque;25417.31;4561;5572.75
SANTA CATARINA;Balneário Camboriú;1712670375.00;102081;16777.56
CEARÁ;Cascavel;388962.97;67956;5723.75
BAHIA;Amargosa;162852.53;35278;4616.26
RIO DE JANEIRO;Itaperuna;1283837125.00;99454;12908.85
RONDÔNIA;Vale do Anari;114088.90;9100;12537.24
SÃO PAULO;Barrinha;267717.03;27169;9853.77
SÃO PAULO;Pirajuí;207463.36;22192;9348.56
SÃO PAULO;Chavantes;208633.55;12688;16443.37
GOIÁS;Bonópolis;37179375.00;3413;10893.46
CEARÁ;Barro;77142.34;21556;3578.69
MARANHÃO;Turiaçu;120007.84;33649;3566.46
MINAS GERAIS;Couto de Magalhães de Minas;21101.95;4560;4627.62
MINAS GERAIS;Varjão de Minas;89225.98;6520;13684.97
MATO GROSSO DO SUL;Deodápolis;102620.12;11600;8846.56
MINAS GERAIS;Felixlândia;146535.95;14287;10256.59
PERNAMBUCO;São João;94844.27;22087;4294.12
MATO GROSSO;União do Sul;95659.97;4093;23371.60
SANTA CATARINA;Curitibanos;541725.94;39045;13874.40
PARAÍBA;Itatuba;52518.50;10182;5157.97
GOIÁS;Santa Tereza de Goiás;29901.01;4141;7220.72
RIO GRANDE DO SUL;Taquaruçu do Sul;35305.75;2925;12070.34
MARANHÃO;Aldeias Altas;101972.66;22667;4498.73
SÃO PAULO;Salesópolis;153077.25;16041;9542.87
PARAÍBA;Santana de Mangueira;22390.45;5764;3884.53
GOIÁS;Anicuns;241263.75;18027;13383.47
SÃO PAULO;Meridiano;42162.82;3929;10731.18
RONDÔNIA;Cujubim;193657.34;14889;13006.74
TOCANTINS;Santa Terezinha do Tocantins;14389.22;2343;6141.36
PARANÁ;Xambrê;43094.00;5829;7393.04
PIAUÍ;Ribeiro Gonçalves;94873.36;6869;13811.82
GOIÁS;Cristianópolis;28858.21;3174;9092.06
GOIÁS;Niquelândia;689136.69;39803;17313.69
PARANÁ;Ariranha do Ivaí;26521.06;2533;10470.22
SÃO PAULO;Itaquaquecetuba;2861017.25;359253;7963.80
ESPIRITO SANTO;Vila Valério;184566.30;14048;13138.26
PIAUÍ;Boqueirão do Piauí;17958.12;6599;2721.34
PERNAMBUCO;São Vicente Ferrer;73439.60;17333;4236.98
MATO GROSSO DO SUL;Nova Alvorada do Sul;239135.08;12673;18869.65
RIO GRANDE DO SUL;Soledade;326182.91;31028;10512.53
MINAS GERAIS;Maria da Fé;99384.90;14637;6789.98
PARANÁ;Bom Sucesso do Sul;62097.68;3075;20194.37
MINAS GERAIS;Lavras;1211762625.00;92542;13094.19
GOIÁS;Ouvidor;194923.22;5017;38852.55
ALAGOAS;Carneiros;24778.15;8463;2927.82
MINAS GERAIS;Capim Branco;44516.35;9276;4799.09
PARANÁ;Quinta do Sol;67906.77;5189;13086.68
MINAS GERAIS;Santana do Paraíso;201738.77;24695;8169.22
BAHIA;Guajeru;29756.83;9330;3189.37
PARANÁ;Missal;124092.05;10760;11532.72
GOIÁS;Uruaçu;350877.25;34470;10179.21
BAHIA;Alcobaça;142096.75;20242;7019.90
MINAS GERAIS;Brasília de Minas;146346.97;32438;4511.59
RIO GRANDE DO SUL;General Câmara;107045.66;9101;11761.97
MARANHÃO;Itaipava do Grajaú;44514.48;13964;3187.80
SANTA CATARINA;Maracajá;120909.97;6185;19548.90
SÃO PAULO;Estrela do Norte;27035.45;2474;10927.83
MINAS GERAIS;Coluna;39630.36;9570;4141.10
MARANHÃO;Campestre do Maranhão;68475.67;12716;5385.00
PARAÍBA;Lagoa de Dentro;35610.02;7495;4751.17
MINAS GERAIS;Durandé;49162.24;7146;6879.69
BAHIA;Curaçá;142728.22;34421;4146.54
MINAS GERAIS;Boa Esperança;426140.22;39254;10855.97
RIO GRANDE DO SUL;Vila Nova do Sul;51036.37;4401;11596.54
MINAS GERAIS;Dom Bosco;38927.56;3839;10140.03
SÃO PAULO;Parisi;21989.22;2149;10232.30
MATO GROSSO DO SUL;Santa Rita do Pardo;146599.17;7454;19667.18
MARANHÃO;Sambaíba;100500.49;6038;16644.67
SANTA CATARINA;Urussanga;412457.41;19936;20689.08
GOIÁS;Iporá;231045.23;32045;7210.02
RIO GRANDE DO SUL;Benjamin Constant do Sul;16956.56;2188;7749.80
SÃO PAULO;Uru;41700.69;1395;29892.97
CEARÁ;Arneiroz;29477.02;7486;3937.62
MINAS GERAIS;Gonzaga;22850.00;5786;3949.19
PARANÁ;Pontal do Paraná;188657.05;17820;10586.81
MINAS GERAIS;Jaguaraçu;36942.16;2857;12930.40
ESPIRITO SANTO;Pedro Canário;182193.70;24404;7465.73
CEARÁ;São Luís do Curu;48670.08;12613;3858.72
ALAGOAS;Campo Grande;32337.46;9909;3263.44
SÃO PAULO;Óleo;37124.60;2699;13754.95
CEARÁ;Sobral;1964743.00;182431;10769.79
SANTA CATARINA;Campos Novos;792458.94;29133;27201.42
BAHIA;Itaju do Colônia;38664.08;7706;5017.40
GOIÁS;Nova Roma;34341.16;3633;9452.56
RIO GRANDE DO NORTE;João Dias;11670.41;2824;4132.58
GOIÁS;Rio Verde;4260318.50;163021;26133.55
SÃO PAULO;Ituverava;515295625.00;40882;12604.46
MARANHÃO;Satubinha;30406.23;8715;3488.95
CEARÁ;Jaguaribara;49820.04;10399;4790.85
SÃO PAULO;Sarutaiá;29042.11;3790;7662.83
PARANÁ;Araruna;186316.64;12962;14374.07
AMAPÁ;Ferreira Gomes;69937.73;5475;12774.01
SANTA CATARINA;Ipuaçu;96428.33;6881;14013.71
CEARÁ;Penaforte;39802.44;8168;4872.97
MINAS GERAIS;Riachinho;50315.85;8437;5963.71
RIO GRANDE DO SUL;Barão;79637.05;5444;14628.41
SÃO PAULO;Taiaçu;61799.54;6093;10142.71
MARANHÃO;Ribamar Fiquene;38161.09;7477;5103.80
MATO GROSSO;Salto do Céu;37381.27;3584;10430.04
RIO GRANDE DO SUL;Augusto Pestana;127803.04;7361;17362.18
RIO GRANDE DO SUL;Relvado;25592.65;2244;11404.92
MINAS GERAIS;Natalândia;22510.84;3376;6667.90
RIO GRANDE DO SUL;Salto do Jacuí;183266.20;12770;14351.31
PARANÁ;Bela Vista do Paraíso;198103.00;15496;12784.14
PARAÍBA;Itaporanga;110128.48;23224;4742.01
PARANÁ;Terra Roxa;257026.06;16734;15359.51
RIO GRANDE DO NORTE;Galinhos;41610.73;2264;18379.30
SERGIPE;Gararu;63070.29;11999;5256.30
MINAS GERAIS;Porteirinha;151847.94;37842;4012.68
MINAS GERAIS;Pedra do Indaiá;44977.98;4080;11024.02
PARAÍBA;Brejo do Cruz;50586.42;12852;3936.07
TOCANTINS;Pindorama do Tocantins;28997.30;4500;6443.84
PARAÍBA;Bom Sucesso;21925.64;5296;4140.04
BAHIA;Ibiassucê;42919.61;9008;4764.61
RIO GRANDE DO SUL;Pouso Novo;31436.02;1998;15733.75
PARANÁ;Tapira;58383.55;5904;9888.81
MINAS GERAIS;Bom Jesus do Amparo;31200.84;5744;5431.90
PARAÍBA;Gurjão;15591.56;3093;5040.92
MINAS GERAIS;Muriaé;927707.00;99628;9311.71
BAHIA;Maiquinique;43714.85;8848;4940.65
SANTA CATARINA;Tijucas;546768125.00;29674;18425.83
SÃO PAULO;Pereira Barreto;684139.75;24777;27611.89
CEARÁ;Alto Santo;72420.82;20829;3476.92
MINAS GERAIS;Pirapetinga;173502.70;10636;16312.78
RIO GRANDE DO SUL;Júlio de Castilhos;395731.47;19947;19839.15
PERNAMBUCO;Casinhas;51537.20;14798;3482.71
ALAGOAS;Penedo;313189.03;61082;5127.35
TOCANTINS;Itaguatins;31931.55;6226;5128.74
MATO GROSSO DO SUL;Taquarussu;46686.03;3165;14750.72
PARÁ;Placas;63461.07;19592;3239.13
SANTA CATARINA;Zortéa;35851.92;3015;11891.18
RIO GRANDE DO NORTE;Almino Afonso;20359.54;5071;4014.90
ESPIRITO SANTO;Fundão;195260.31;16431;11883.65
SANTA CATARINA;Águas de Chapecó;134774.41;6354;21210.95
RIO GRANDE DO SUL;Bossoroca;120348.66;7885;15262.99
CEARÁ;Quixelô;56937.30;16272;3499.10
MINAS GERAIS;Paineiras;40149.46;4672;8593.63
RIO GRANDE DO NORTE;Tangará;65106.89;13610;4783.75
ALAGOAS;Igreja Nova;129697.77;23807;5447.88
PERNAMBUCO;Terra Nova;73080.04;9801;7456.39
MATO GROSSO DO SUL;Rio Verde de Mato Grosso;226357.77;19216;11779.65
MINAS GERAIS;Romaria;97473.98;3636;26808.03
GOIÁS;Bom Jardim de Goiás;71251.20;8734;8157.91
CEARÁ;Piquet Carneiro;51314.25;15673;3274.05
SÃO PAULO;Pacaembu;117579.88;13778;8533.89
AMAPÁ;Tartarugalzinho;119988.02;13769;8714.36
SANTA CATARINA;Gravatal;121639.02;10793;11270.18
PARANÁ;Mandirituba;219810.00;21885;10043.87
RIO GRANDE DO SUL;Alvorada;1187824.00;213894;5553.33
PARÁ;Belém;16526989.00;1437600;11496.24
RIO GRANDE DO SUL;Jóia;186524.00;8566;21774.92
RIO DE JANEIRO;Vassouras;361800.78;34259;10560.75
PARAÍBA;Belém;79507.05;17746;4480.28
SÃO PAULO;Cristais Paulista;136067.73;7436;18298.51
PARANÁ;Fazenda Rio Grande;482596.44;80868;5967.71
MINAS GERAIS;Monte Formoso;18110.59;4943;3663.89
GOIÁS;Santa Rita do Araguaia;62715.60;6277;9991.33
BAHIA;Itatim;87130.45;15516;5615.52
MINAS GERAIS;Chácara;19309.79;2762;6991.23
MARANHÃO;Bom Jardim;255605.56;39224;6516.56
MINAS GERAIS;Capitão Andrade;26140.64;5087;5138.71
SÃO PAULO;Cabreúva;1091386375.00;42700;25559.40
SÃO PAULO;Charqueada;165578.06;15423;10735.79
GOIÁS;Carmo do Rio Verde;114121.58;9481;12036.87
MINAS GERAIS;Itatiaiuçu;329979.69;9364;35239.18
SÃO PAULO;Piquete;104544.63;14709;7107.53
MINAS GERAIS;São João do Manhuaçu;73657.17;9881;7454.43
PARANÁ;Itambaracá;62068.48;7128;8707.70
PARANÁ;Céu Azul;268273.78;11413;23505.98
RIO GRANDE DO SUL;Boqueirão do Leão;86161.30;8097;10641.14
BAHIA;Cotegipe;53177.48;14191;3747.27
RONDÔNIA;Corumbiara;192810.28;9680;19918.42
SÃO PAULO;Tejupá;48767.63;5067;9624.56
SÃO PAULO;Sud Mennucci;129771.30;8141;15940.46
RIO DE JANEIRO;Resende;5011075.00;130035;38536.36
RIO GRANDE DO SUL;Riozinho;58770.54;4664;12600.89
ESPIRITO SANTO;Jerônimo Monteiro;72231.85;11235;6429.18
CEARÁ;Icó;238603.39;65612;3636.58
ESPIRITO SANTO;Marataízes;277646.22;32502;8542.44
BAHIA;Dário Meira;47403.18;12331;3844.23
MATO GROSSO;Curvelândia;37341.53;5039;7410.50
MINAS GERAIS;Virgem da Lapa;55561.40;14685;3783.55
MINAS GERAIS;Confins;1137906.00;6072;187402.19
PARANÁ;Iracema do Oeste;36552.37;2567;14239.33
SÃO PAULO;Santópolis do Aguapeí;42165.02;4234;9958.67
SÃO PAULO;Pirangi;119322.84;10807;11041.25
RIO GRANDE DO SUL;Nonoai;190189.06;12601;15093.17
MINAS GERAIS;Comendador Gomes;102237.59;3252;31438.37
MINAS GERAIS;Luisburgo;46316.45;6482;7145.40
PIAUÍ;Nazaré do Piauí;23637.63;7070;3343.37
BAHIA;Formosa do Rio Preto;533663.19;22171;24070.32
SERGIPE;Boquim;139721.83;25270;5529.16
SÃO PAULO;Eldorado;108582.00;14514;7481.19
SÃO PAULO;Lupércio;43539.84;4396;9904.42
ALAGOAS;Santana do Ipanema;193882.72;43699;4436.78
MATO GROSSO DO SUL;Dourados;3003284.25;189762;15826.58
PARANÁ;Realeza;207936.11;16288;12766.22
RIO DE JANEIRO;Engenheiro Paulo de Frontin;110931.16;13214;8394.97
SÃO PAULO;Cardoso;126263.39;11624;10862.30
CEARÁ;Tururu;40925.05;14308;2860.29
RIO GRANDE DO SUL;Pinhal da Serra;128237.71;2022;63421.22
RIO GRANDE DO SUL;Pinheiro Machado;160294.61;13152;12187.85
ESPIRITO SANTO;Governador Lindenberg;94720.76;10420;9090.28
RIO GRANDE DO SUL;Erebango;42355.86;2936;14426.38
MINAS GERAIS;Peçanha;100361.72;17727;5661.52
ESPIRITO SANTO;Presidente Kennedy;784389.94;10903;71942.58
SÃO PAULO;Porto Feliz;773413.94;47964;16124.88
GOIÁS;Cachoeira Dourada;338235.97;7571;44675.20
PIAUÍ;Murici dos Portelas;25130.25;8024;3131.89
RIO GRANDE DO NORTE;Espírito Santo;36764.44;10373;3544.24
RIO GRANDE DO SUL;Nova Roma do Sul;87606.09;3754;23336.73
TOCANTINS;São Salvador do Tocantins;89190.91;3136;28440.98
MINAS GERAIS;Campina Verde;216954.44;19201;11299.12
SÃO PAULO;Santa Clara d'Oeste;21998.58;2141;10274.91
SANTA CATARINA;Presidente Castello Branco;22967.54;1779;12910.37
PERNAMBUCO;Dormentes;72215.52;16462;4386.80
RIO GRANDE DO NORTE;Rafael Fernandes;22393.70;4797;4668.27
PARANÁ;Itapejara D'Oeste;169515.66;11270;15041.32
ESPIRITO SANTO;Conceição do Castelo;97625.00;11851;8237.70
PIAUÍ;Campo Largo do Piauí;18738.59;7035;2663.62
MATO GROSSO DO SUL;Chapadão do Sul;618489.06;17293;35765.28
TOCANTINS;Carmolândia;24356.19;2420;10064.54
PERNAMBUCO;São Caitano;129669.00;36336;3568.61
SÃO PAULO;Balbinos;23049.95;4697;4907.38
BAHIA;Água Fria;66563.54;15328;4342.61
RIO GRANDE DO SUL;Campina das Missões;67743.19;6352;10664.86
MARANHÃO;Rosário;134819125.00;39627;3402.20
SÃO PAULO;Porangaba;73702.93;8946;8238.65
RONDÔNIA;Mirante da Serra;120002.55;12363;9706.59
RIO GRANDE DO SUL;Passa Sete;65306.01;5280;12368.56
SÃO PAULO;Itaberá;327043.72;17674;18504.23
SANTA CATARINA;São Francisco do Sul;3321852.50;40030;82984.07
PARÁ;Santo Antônio do Tauá;104139.12;26855;3877.83
RIO GRANDE DO SUL;Guaíba;1945150125.00;96603;20135.50
RIO GRANDE DO SUL;Torres;388930.91;33944;11458.02
BAHIA;São Domingos;43055.08;9730;4424.98
PARÁ;Bujaru;73291.05;23654;3098.46
GOIÁS;Alexânia;304361.84;20706;14699.21
RIO GRANDE DO SUL;Itaara;45710.34;4812;9499.24
RIO DE JANEIRO;Mendes;159486.00;17880;8919.80
BAHIA;Mortugaba;45490.05;14692;3096.25
PIAUÍ;Altos;139872.91;39735;3520.14
MINAS GERAIS;Passa Tempo;92016.76;8783;10476.69
PIAUÍ;São Luis do Piauí;8445.27;2687;3143.01
MARANHÃO;Açailândia;1301120.50;101130;12865.82
MATO GROSSO;Novo São Joaquim;223176.06;6985;31950.76
RIO GRANDE DO SUL;Santa Cruz do Sul;4378957.00;122451;35760.89
SANTA CATARINA;Caçador;1308290.75;70720;18499.59
GOIÁS;Mossâmedes;46604.54;4901;9509.19
ALAGOAS;Murici;109038.86;26918;4050.78
SÃO PAULO;Iacri;69659.60;6879;10126.41
PARANÁ;Quatiguá;59380.73;7148;8307.32
MATO GROSSO;Canarana;327445.53;18014;18177.28
TOCANTINS;Barrolândia;36313.37;5322;6823.26
PERNAMBUCO;Trindade;108724.11;26250;4141.87
ACRE;Jordão;41673.14;6520;6391.59
SÃO PAULO;Ilha Solteira;1119034.50;25144;44505.03
TOCANTINS;Nova Rosalândia;22914.81;3956;5792.42
